date;TEMP_REAL;PESO_CHAT;HRD_ACUM;PESO_CAL_SIDER;PESO_CAL_DOLO;POT_ACT_MWH;PPM_O2;O2_PPAL_TOT_M;O2_ENV_TOT_M;GAS_TOT_M;CARBON_TOT_M;O2_ENV_TOT_L;GAS_TOT_L;CAL_TOT_L;FLUJO_HRD;NAME_COLADA
2018-06-18 17:04:24.118000-05:00;;;;;;;;4612.017;837.896;476.58;;631.8583;318.8269;;0.0;MOD12701
2018-06-18 17:04:24.509000-05:00;;;;;;;;4612.096;837.946;476.5994;;631.8907;318.8269;;0.0;MOD12701
2018-06-18 17:04:24.900000-05:00;;;;;;;;4612.096;837.946;476.5994;;631.8907;318.9127;;0.0;MOD12701
2018-06-18 17:04:25.290000-05:00;;;;;;;;4612.254;838.0447;476.6381;;631.9558;318.9556;;0.0;MOD12701
2018-06-18 17:04:25.681000-05:00;;;;;;;;4612.333;838.0934;476.6575;;631.9883;318.9985;;0.0;MOD12701
2018-06-18 17:04:26.071000-05:00;;;;;;;;4612.416;838.1428;476.6773;;632.0216;319.0425;;0.0;MOD12701
2018-06-18 17:04:26.853000-05:00;;;;;;;;4612.575;838.2368;476.7156;;632.0858;319.1272;;0.0;MOD12701
2018-06-18 17:04:27.243000-05:00;;;;;;;;4612.656;838.2839;476.735;;632.1183;319.1701;;0.0;MOD12701
2018-06-18 17:04:27.634000-05:00;;;;;;;;4612.736;838.3308;476.7543;;632.1508;319.213;;0.0;MOD12701
2018-06-18 17:04:28.025000-05:00;;;;;;;;4612.819;838.3787;476.7742;;632.1841;319.213;;0.0;MOD12701
2018-06-18 17:04:28.431000-05:00;;;;;;;;4612.819;838.3787;476.7742;;632.1841;319.301;;0.0;MOD12701
2018-06-18 17:04:28.822000-05:00;;;;;;;;4612.982;838.4727;476.8134;;632.25;319.3439;;0.0;MOD12701
2018-06-18 17:04:29.212000-05:00;;;;;;;;4613.062;838.5187;476.8328;;632.2825;319.3868;;0.0;MOD12701
2018-06-18 17:04:29.603000-05:00;;;;;;;;4613.142;838.5646;476.8522;;632.3149;319.3868;;0.0;MOD12701
2018-06-18 17:04:29.993000-05:00;;;;;;;;4613.142;838.5646;476.8522;;632.3149;319.4737;;0.0;MOD12701
2018-06-18 17:04:30.384000-05:00;;;;;;;;4613.301;838.6561;476.8909;;632.3799;319.5155;;0.0;MOD12701
2018-06-18 17:04:30.775000-05:00;;;;;;;;4613.381;838.7018;476.9103;;632.4125;319.5584;;0.0;MOD12701
2018-06-18 17:04:31.165000-05:00;;;;;;;;4613.463;838.7488;476.9301;;632.4458;319.5584;;0.0;MOD12701
2018-06-18 17:04:31.572000-05:00;;;;;;;;4613.463;838.7488;476.9301;;632.4458;319.6464;;0.0;MOD12701
2018-06-18 17:04:31.962000-05:00;;;;;;;;4613.625;838.8413;476.9694;;632.5116;319.6893;;0.0;MOD12701
2018-06-18 17:04:32.353000-05:00;;;;;;;;4613.707;838.8879;476.9893;;632.5449;319.6893;;0.0;MOD12701
2018-06-18 17:04:32.743000-05:00;;;;;;;;4613.787;838.9336;477.0086;;632.5774;319.7762;;0.0;MOD12701
2018-06-18 17:04:33.150000-05:00;;;;;;;;4613.787;838.9336;477.0086;;632.5774;319.8202;;0.0;MOD12701
2018-06-18 17:04:33.540000-05:00;;;;;;;;4613.949;839.0271;477.0479;;632.6433;319.8631;;0.0;MOD12701
2018-06-18 17:04:33.931000-05:00;;;;;;;;4614.03;839.075;477.0677;;632.6766;319.8631;;0.0;MOD12701
2018-06-18 17:04:34.337000-05:00;;;;;;;;4614.112;839.1233;477.0876;;632.71;319.9511;;0.0;MOD12701
2018-06-18 17:04:34.743000-05:00;;;;;;;;4614.112;839.1233;477.0876;;632.71;319.9951;;0.0;MOD12701
2018-06-18 17:04:35.134000-05:00;;;;;;;;4614.272;839.2201;477.1268;;632.7758;320.038;;0.0;MOD12701
2018-06-18 17:04:35.525000-05:00;;;;;;;;4614.356;839.2711;477.1472;;632.8099;320.038;;0.0;MOD12701
2018-06-18 17:04:35.915000-05:00;;;;;;;;4614.436;839.3199;477.1666;;632.8424;320.126;;0.0;MOD12701
2018-06-18 17:04:36.322000-05:00;;;;;;;;4614.436;839.3199;477.1666;;632.8424;320.1689;;0.0;MOD12701
2018-06-18 17:04:36.712000-05:00;;;;;;;;4614.594;839.4188;477.2053;;632.9075;320.2118;;0.0;MOD12701
