date;TEMP_REAL;PESO_CHAT;HRD_ACUM;PESO_CAL_SIDER;PESO_CAL_DOLO;POT_ACT_MWH;PPM_O2;O2_PPAL_TOT_M;O2_ENV_TOT_M;GAS_TOT_M;CARBON_TOT_M;O2_ENV_TOT_L;GAS_TOT_L;CAL_TOT_L;FLUJO_HRD;NAME_COLADA
2018-09-30 17:33:25.387000-05:00;;;;;;;;4119.467;968.9388;573.0565;;547.7689;;;0.0;MOD14567
2018-09-30 17:33:25.793000-05:00;;;;;;;;4119.584;969.008;573.0831;;547.803;210.8849;;0.0;MOD14567
2018-09-30 17:33:26.184000-05:00;;;;;;;;4119.584;969.008;573.0831;;547.8364;210.9176;;0.0;MOD14567
2018-09-30 17:33:26.590000-05:00;;;;;;;;4119.815;969.1444;573.1351;;547.8698;210.9503;;0.0;MOD14567
2018-09-30 17:33:26.981000-05:00;;;;;;;;4119.927;969.2114;573.1604;;547.8698;210.9821;;0.0;MOD14567
2018-09-30 17:33:27.371000-05:00;;;;;;;;4120.039;969.2785;573.1858;;547.9347;210.9821;;0.0;MOD14567
2018-09-30 17:33:27.777000-05:00;;;;;;;;4120.039;969.2785;573.1858;;547.968;211.0468;;0.0;MOD14567
2018-09-30 17:33:28.168000-05:00;;;;;;;;4120.269;969.4169;573.2378;;548.0013;211.0801;;0.0;MOD14567
2018-09-30 17:33:28.574000-05:00;;;;;;;;4120.383;969.4862;573.2638;;548.0347;211.1134;;0.0;MOD14567
2018-09-30 17:33:28.981000-05:00;;;;;;;;4120.499;969.5574;573.2905;;548.0347;211.1476;;0.0;MOD14567
2018-09-30 17:33:29.371000-05:00;;;;;;;;4120.612;969.627;573.3165;;548.1022;211.1476;;0.0;MOD14567
2018-09-30 17:33:29.777000-05:00;;;;;;;;4120.726;969.6965;573.3425;;548.1356;211.2136;;0.0;MOD14567
2018-09-30 17:33:30.184000-05:00;;;;;;;;4120.726;969.6965;573.3425;;548.1689;211.2463;;0.0;MOD14567
2018-09-30 17:33:30.574000-05:00;;;;;;;;4120.952;969.8353;573.3944;;548.2022;211.279;;0.0;MOD14567
2018-09-30 17:33:30.981000-05:00;;;;;;;;4121.063;969.9023;573.4198;;548.2022;211.3108;;0.0;MOD14567
2018-09-30 17:33:31.371000-05:00;;;;;;;;4121.175;969.9706;573.4458;;548.2681;211.3108;;0.0;MOD14567
2018-09-30 17:33:31.762000-05:00;;;;;;;;4121.175;969.9706;573.4458;;548.3014;211.3772;;0.0;MOD14567
2018-09-30 17:33:32.168000-05:00;;;;;;;;4121.401;970.1066;573.4979;;548.3347;211.4112;;0.0;MOD14567
2018-09-30 17:33:32.559000-05:00;;;;;;;;4121.511;970.1725;573.5233;;548.3672;211.4444;;0.0;MOD14567
2018-09-30 17:33:32.949000-05:00;;;;;;;;4121.621;970.2382;573.5486;;548.3672;211.4775;;0.0;MOD14567
2018-09-30 17:33:33.356000-05:00;;;;;;;;4121.733;970.3054;573.5747;;548.433;211.4775;;0.0;MOD14567
2018-09-30 17:33:33.746000-05:00;;;;;;;;4121.733;970.3054;573.5747;;548.4656;211.5446;;0.0;MOD14567
2018-09-30 17:33:34.137000-05:00;;;;;;;;4121.957;970.4376;573.6262;;548.4989;211.5786;;0.0;MOD14567
2018-09-30 17:33:34.559000-05:00;;;;;;;;4122.074;970.506;573.653;;548.5331;211.6135;;0.0;MOD14567
2018-09-30 17:33:34.965000-05:00;;;;;;;;4122.189;970.5743;573.6797;;548.5331;211.6483;;0.0;MOD14567
