date;TEMP_REAL;PESO_CHAT;HRD_ACUM;PESO_CAL_SIDER;PESO_CAL_DOLO;POT_ACT_MWH;PPM_O2;O2_PPAL_TOT_M;O2_ENV_TOT_M;GAS_TOT_M;CARBON_TOT_M;O2_ENV_TOT_L;GAS_TOT_L;CAL_TOT_L;FLUJO_HRD;NAME_COLADA
2018-01-10 15:14:55.758000-06:00;;;;;;;;4720.743;1225.59;795.1094;;;;;0.0;MOD19890
2018-01-10 15:14:56.149000-06:00;;;;;;;;4720.777;1225.61;795.1426;;;;;0.0;MOD19890
2018-01-10 15:14:56.539000-06:00;;;;;;;;4720.813;1225.631;795.1743;;;;;0.0;MOD19890
2018-01-10 15:14:57.321000-06:00;;;;;;;;4720.875;1225.668;795.2308;;;;;0.0;MOD19890
2018-01-10 15:14:57.711000-06:00;;;;;;;;4720.907;1225.687;795.2578;;;;;0.0;MOD19890
2018-01-10 15:14:58.102000-06:00;;;;;;;;4720.937;1225.705;795.2833;;;;;0.0;MOD19890
2018-01-10 15:14:58.508000-06:00;;;;;;;;4720.967;1225.723;795.3088;;;;;0.0;MOD19890
2018-01-10 15:14:59.289000-06:00;;;;;;;;4721.024;1225.758;795.3569;;;;;0.0;MOD19890
2018-01-10 15:14:59.680000-06:00;;;;;;;;4721.052;1225.775;795.3809;;;;;0.0;MOD19890
2018-01-10 15:15:00.071000-06:00;;;;;;;;4721.079;1225.792;795.4038;;;;;0.0;MOD19890
2018-01-10 15:15:00.477000-06:00;;;;;;;;4721.107;1225.81;795.4277;;;;;0.0;MOD19890
2018-01-10 15:15:01.258000-06:00;;;;;;;;4721.161;1225.843;795.4726;;;;;0.0;MOD19890
2018-01-10 15:15:01.649000-06:00;;;;;;;;4721.188;1225.86;795.4953;;;;;0.0;MOD19890
2018-01-10 15:15:02.055000-06:00;;;;;;;;4721.215;1225.877;795.5179;;;;;0.0;MOD19890
2018-01-10 15:15:02.461000-06:00;;;;;;;;4721.242;1225.894;795.5403;;;;;0.0;MOD19890
2018-01-10 15:15:03.258000-06:00;;;;;;;;4721.297;1225.927;795.5851;;;;;0.0;MOD19890
2018-01-10 15:15:03.665000-06:00;;;;;;;;4721.325;1225.944;795.6078;;;;;0.0;MOD19890
2018-01-10 15:15:04.071000-06:00;;;;;;;;4721.353;1225.961;795.6305;;;;;0.0;MOD19890
2018-01-10 15:15:04.868000-06:00;;;;;;;;4721.407;1225.994;795.6735;;;;;0.0;MOD19890
2018-01-10 15:15:05.258000-06:00;;;;;;;;4721.434;1226.01;795.6951;;;;;0.0;MOD19890
2018-01-10 15:15:06.040000-06:00;;;;;;;;4721.489;1226.043;795.7385;;;;;0.0;MOD19890
