date;TEMP_REAL;PESO_CHAT;HRD_ACUM;PESO_CAL_SIDER;PESO_CAL_DOLO;POT_ACT_MWH;PPM_O2;O2_PPAL_TOT_M;O2_ENV_TOT_M;GAS_TOT_M;CARBON_TOT_M;O2_ENV_TOT_L;GAS_TOT_L;CAL_TOT_L;FLUJO_HRD;NAME_COLADA
2018-09-22 09:24:11.199000-05:00;;;;;;;;4651.234;1233.447;641.776;;;284.553;;0.0;MOD14412
2018-09-22 09:24:11.605000-05:00;;;;;;;;4651.234;1233.447;641.776;;563.7661;284.553;;0.0;MOD14412
2018-09-22 09:24:12.012000-05:00;;;;;;;;4651.458;1233.579;641.8334;;563.7994;284.641;;0.0;MOD14412
2018-09-22 09:24:12.402000-05:00;;;;;;;;4651.567;1233.644;641.8613;;563.8319;284.6839;;0.0;MOD14412
2018-09-22 09:24:12.809000-05:00;;;;;;;;4651.68;1233.71;641.89;;563.8652;284.7278;;0.0;MOD14412
2018-09-22 09:24:13.199000-05:00;;;;;;;;4651.794;1233.778;641.9193;;563.8652;284.7729;;0.0;MOD14412
2018-09-22 09:24:13.606000-05:00;;;;;;;;4651.794;1233.778;641.9193;;563.9327;284.7729;;0.0;MOD14412
2018-09-22 09:24:13.996000-05:00;;;;;;;;4652.011;1233.908;641.9747;;563.9644;284.8588;;0.0;MOD14412
2018-09-22 09:24:14.402000-05:00;;;;;;;;4652.126;1233.976;642.0035;;563.9985;284.9039;;0.0;MOD14412
2018-09-22 09:24:14.793000-05:00;;;;;;;;4652.235;1234.041;642.0308;;564.031;284.9468;;0.0;MOD14412
2018-09-22 09:24:15.199000-05:00;;;;;;;;4652.354;1234.11;642.0601;;564.031;284.993;;0.0;MOD14412
2018-09-22 09:24:15.605000-05:00;;;;;;;;4652.354;1234.11;642.0601;;564.0994;284.993;;0.0;MOD14412
2018-09-22 09:24:15.996000-05:00;;;;;;;;4652.579;1234.24;642.1152;;564.1327;285.081;;0.0;MOD14412
2018-09-22 09:24:16.402000-05:00;;;;;;;;4652.692;1234.305;642.1425;;564.166;285.125;;0.0;MOD14412
2018-09-22 09:24:16.809000-05:00;;;;;;;;4652.806;1234.37;642.1697;;564.166;285.1689;;0.0;MOD14412
2018-09-22 09:24:17.199000-05:00;;;;;;;;4652.919;1234.434;642.1967;;564.1993;285.213;;0.0;MOD14412
2018-09-22 09:24:17.606000-05:00;;;;;;;;4652.919;1234.434;642.1967;;564.2653;285.213;;0.0;MOD14412
