date;TEMP_REAL;PESO_CHAT;HRD_ACUM;PESO_CAL_SIDER;PESO_CAL_DOLO;POT_ACT_MWH;PPM_O2;O2_PPAL_TOT_M;O2_ENV_TOT_M;GAS_TOT_M;CARBON_TOT_M;O2_ENV_TOT_L;GAS_TOT_L;CAL_TOT_L;FLUJO_HRD;NAME_COLADA
2018-06-28 17:18:28.030000-05:00;;;;;;;;4650.636;1052.974;589.354;;589.9745;295.4459;;0.0;MOD12868
2018-06-28 17:18:28.436000-05:00;;;;;;;;4650.743;1053.039;589.3798;;590.007;295.4459;;0.0;MOD12868
2018-06-28 17:18:28.827000-05:00;;;;;;;;4650.852;1053.105;589.4064;;590.0403;295.5328;;0.0;MOD12868
2018-06-28 17:18:29.233000-05:00;;;;;;;;4650.852;1053.105;589.4064;;590.0403;295.5768;;0.0;MOD12868
2018-06-28 17:18:29.624000-05:00;;;;;;;;4651.07;1053.235;589.4595;;590.1071;295.6208;;0.0;MOD12868
2018-06-28 17:18:30.030000-05:00;;;;;;;;4651.179;1053.3;589.486;;590.1404;295.6648;;0.0;MOD12868
2018-06-28 17:18:30.421000-05:00;;;;;;;;4651.285;1053.363;589.5118;;590.1729;295.6648;;0.0;MOD12868
2018-06-28 17:18:30.811000-05:00;;;;;;;;4651.392;1053.426;589.5377;;590.2053;295.7506;;0.0;MOD12868
2018-06-28 17:18:31.218000-05:00;;;;;;;;4651.392;1053.426;589.5377;;590.2053;295.7946;;0.0;MOD12868
2018-06-28 17:18:31.608000-05:00;;;;;;;;4651.606;1053.552;589.5901;;590.2712;295.8375;;0.0;MOD12868
2018-06-28 17:18:31.999000-05:00;;;;;;;;4651.715;1053.616;589.6166;;590.3045;295.8375;;0.0;MOD12868
2018-06-28 17:18:32.389000-05:00;;;;;;;;4651.821;1053.678;589.6425;;590.337;295.9244;;0.0;MOD12868
2018-06-28 17:18:32.780000-05:00;;;;;;;;4651.821;1053.678;589.6425;;590.337;295.9673;;0.0;MOD12868
2018-06-28 17:18:33.171000-05:00;;;;;;;;4652.037;1053.805;589.6949;;590.4028;296.0113;;0.0;MOD12868
2018-06-28 17:18:33.577000-05:00;;;;;;;;4652.146;1053.87;589.7214;;590.4362;296.0113;;0.0;MOD12868
