date;TEMP_REAL;PESO_CHAT;HRD_ACUM;PESO_CAL_SIDER;PESO_CAL_DOLO;POT_ACT_MWH;PPM_O2;O2_PPAL_TOT_M;O2_ENV_TOT_M;GAS_TOT_M;CARBON_TOT_M;O2_ENV_TOT_L;GAS_TOT_L;CAL_TOT_L;FLUJO_HRD;NAME_COLADA
2018-09-23 09:06:44.292000-05:00;;;;;;;;4657.232;1105.709;648.9876;;619.1245;;;0.0;MOD14434
2018-09-23 09:06:44.698000-05:00;;;;;;;;4657.346;1105.781;649.0145;;619.1587;313.2201;;0.0;MOD14434
2018-09-23 09:06:45.104000-05:00;;;;;;;;4657.346;1105.781;649.0145;;619.192;313.2641;;0.0;MOD14434
2018-09-23 09:06:45.495000-05:00;;;;;;;;4657.566;1105.918;649.0662;;619.2245;313.307;;0.0;MOD14434
2018-09-23 09:06:45.870000-05:00;;;;;;;;4657.675;1105.985;649.0917;;619.2245;313.3499;;0.0;MOD14434
2018-09-23 09:06:46.276000-05:00;;;;;;;;4657.783;1106.051;649.1172;;619.2894;313.3499;;0.0;MOD14434
2018-09-23 09:06:46.667000-05:00;;;;;;;;4657.783;1106.051;649.1172;;619.322;313.4357;;0.0;MOD14434
2018-09-23 09:06:47.042000-05:00;;;;;;;;4658.0;1106.183;649.1682;;619.3545;313.4786;;0.0;MOD14434
2018-09-23 09:06:47.448000-05:00;;;;;;;;4658.112;1106.25;649.1942;;619.3545;313.5226;;0.0;MOD14434
2018-09-23 09:06:47.823000-05:00;;;;;;;;4658.217;1106.313;649.2189;;619.4194;313.5226;;0.0;MOD14434
2018-09-23 09:06:48.229000-05:00;;;;;;;;4658.329;1106.379;649.2441;;619.4528;313.6084;;0.0;MOD14434
2018-09-23 09:06:48.620000-05:00;;;;;;;;4658.329;1106.379;649.2441;;619.4862;313.6524;;0.0;MOD14434
2018-09-23 09:06:49.026000-05:00;;;;;;;;4658.552;1106.511;649.2921;;619.5195;313.6964;;0.0;MOD14434
2018-09-23 09:06:49.433000-05:00;;;;;;;;4658.667;1106.578;649.3172;;619.5195;313.7415;;0.0;MOD14434
2018-09-23 09:06:49.823000-05:00;;;;;;;;4658.772;1106.64;649.3409;;619.5853;313.7415;;0.0;MOD14434
2018-09-23 09:06:50.214000-05:00;;;;;;;;4658.772;1106.64;649.3409;;619.6178;313.8262;;0.0;MOD14434
2018-09-23 09:06:50.604000-05:00;;;;;;;;4658.993;1106.769;649.3911;;619.6511;313.8702;;0.0;MOD14434
2018-09-23 09:06:50.995000-05:00;;;;;;;;4659.102;1106.832;649.4163;;619.6836;313.9131;;0.0;MOD14434
2018-09-23 09:06:51.386000-05:00;;;;;;;;4659.21;1106.895;649.4417;;619.6836;313.956;;0.0;MOD14434
2018-09-23 09:06:51.776000-05:00;;;;;;;;4659.316;1106.956;649.4667;;619.7478;313.956;;0.0;MOD14434
2018-09-23 09:06:52.167000-05:00;;;;;;;;4659.316;1106.956;649.4667;;619.7811;314.0418;;0.0;MOD14434
2018-09-23 09:06:52.573000-05:00;;;;;;;;4659.542;1107.084;649.5206;;619.8153;314.0869;;0.0;MOD14434
2018-09-23 09:06:52.964000-05:00;;;;;;;;4659.652;1107.146;649.5468;;619.8153;314.1298;;0.0;MOD14434
2018-09-23 09:06:53.370000-05:00;;;;;;;;4659.767;1107.21;649.5743;;619.882;314.1298;;0.0;MOD14434
2018-09-23 09:06:53.761000-05:00;;;;;;;;4659.873;1107.27;649.6;;619.9137;314.2167;;0.0;MOD14434
2018-09-23 09:06:54.167000-05:00;;;;;;;;4659.873;1107.27;649.6;;619.9478;314.2618;;0.0;MOD14434
2018-09-23 09:06:54.558000-05:00;;;;;;;;4660.095;1107.394;649.6536;;619.9795;314.3036;;0.0;MOD14434
2018-09-23 09:06:54.948000-05:00;;;;;;;;4660.204;1107.455;649.6801;;619.9795;314.3465;;0.0;MOD14434
2018-09-23 09:06:55.339000-05:00;;;;;;;;4660.313;1107.517;649.707;;620.0444;314.3465;;0.0;MOD14434
2018-09-23 09:06:55.730000-05:00;;;;;;;;4660.313;1107.517;649.707;;620.0778;314.4334;;0.0;MOD14434
