date;TEMP_REAL;PESO_CHAT;HRD_ACUM;PESO_CAL_SIDER;PESO_CAL_DOLO;POT_ACT_MWH;PPM_O2;O2_PPAL_TOT_M;O2_ENV_TOT_M;GAS_TOT_M;CARBON_TOT_M;O2_ENV_TOT_L;GAS_TOT_L;CAL_TOT_L;FLUJO_HRD;NAME_COLADA
2018-03-04 19:07:46.762000-06:00;;;;;;;;4664.206;1384.348;985.1206;;668.8126;328.481;;0.0;MOD10825
2018-03-04 19:07:47.152000-06:00;;;;;;;;4664.314;1384.415;985.2061;;668.8451;328.524;;0.0;MOD10825
2018-03-04 19:07:47.543000-06:00;;;;;;;;4664.424;1384.482;985.2916;;668.8776;328.5668;;0.0;MOD10825
2018-03-04 19:07:47.918000-06:00;;;;;;;;4664.533;1384.55;985.3771;;668.91;328.6097;;0.0;MOD10825
2018-03-04 19:07:48.715000-06:00;;;;;;;;4664.754;1384.686;985.55;;668.9759;328.6967;;0.0;MOD10825
2018-03-04 19:07:49.105000-06:00;;;;;;;;4664.863;1384.754;985.6356;;669.0084;328.7396;;0.0;MOD10825
2018-03-04 19:07:49.527000-06:00;;;;;;;;4664.979;1384.825;985.7253;;669.0426;328.7847;;0.0;MOD10825
2018-03-04 19:07:49.918000-06:00;;;;;;;;4665.091;1384.894;985.813;;669.0759;328.8286;;0.0;MOD10825
2018-03-04 19:07:50.699000-06:00;;;;;;;;4665.309;1385.029;985.9838;;669.1409;328.9145;;0.0;MOD10825
2018-03-04 19:07:51.090000-06:00;;;;;;;;4665.421;1385.097;986.0714;;669.1742;328.9584;;0.0;MOD10825
2018-03-04 19:07:51.481000-06:00;;;;;;;;4665.529;1385.164;986.1569;;669.2067;329.0013;;0.0;MOD10825
2018-03-04 19:07:52.277000-06:00;;;;;;;;4665.75;1385.298;986.33;;669.2726;329.0883;;0.0;MOD10825
2018-03-04 19:07:52.652000-06:00;;;;;;;;4665.855;1385.363;986.4132;;669.3042;329.1301;;0.0;MOD10825
2018-03-04 19:07:53.043000-06:00;;;;;;;;4665.964;1385.429;986.4987;;669.3367;329.1729;;0.0;MOD10825
2018-03-04 19:07:53.465000-06:00;;;;;;;;4666.079;1385.498;986.5886;;669.3709;329.218;;0.0;MOD10825
2018-03-04 19:07:54.231000-06:00;;;;;;;;4666.297;1385.63;986.7597;;669.4359;329.3038;;0.0;MOD10825
2018-03-04 19:07:54.637000-06:00;;;;;;;;4666.413;1385.699;986.8497;;669.4701;329.3489;;0.0;MOD10825
2018-03-04 19:07:55.043000-06:00;;;;;;;;4666.522;1385.765;986.9353;;669.5026;329.3918;;0.0;MOD10825
2018-03-04 19:07:55.418000-06:00;;;;;;;;4666.631;1385.831;987.021;;669.535;329.4348;;0.0;MOD10825
2018-03-04 19:07:56.215000-06:00;;;;;;;;4666.85;1385.961;987.1923;;669.6001;329.5206;;0.0;MOD10825
2018-03-04 19:07:56.606000-06:00;;;;;;;;4666.962;1386.028;987.2803;;669.6334;329.5645;;0.0;MOD10825
2018-03-04 19:07:56.981000-06:00;;;;0.0;0.0;;;4666.962;1386.028;987.2803;;669.6334;329.5645;;0.0;MOD10825
2018-03-04 19:07:56.996000-06:00;;;;0.0;0.0;;;4667.071;1386.093;987.366;;669.6659;329.6075;;0.0;MOD10825
2018-03-04 19:07:57.777000-06:00;;;;0.0;0.0;;;4667.291;1386.223;987.5374;;669.7309;329.6932;;0.0;MOD10825
2018-03-04 19:07:58.152000-06:00;;;;0.0;0.0;0.0;;4667.396;1386.285;987.6208;;669.7626;329.735;;0.0;MOD10825
2018-03-04 19:07:58.559000-06:00;;;;0.0;0.0;0.0;;4667.512;1386.352;987.7109;;669.7968;329.7802;;0.0;MOD10825
2018-03-04 19:07:58.887000-06:00;;;0.0;0.0;0.0;0.0;;4667.512;1386.352;987.7109;;669.7968;329.7802;;0.0;MOD10825
2018-03-04 19:07:58.949000-06:00;;;0.0;0.0;0.0;0.0;;4667.621;1386.415;987.7967;;669.8292;329.8231;;0.0;MOD10825
