date;TEMP_REAL;PESO_CHAT;HRD_ACUM;PESO_CAL_SIDER;PESO_CAL_DOLO;POT_ACT_MWH;PPM_O2;O2_PPAL_TOT_M;O2_ENV_TOT_M;GAS_TOT_M;CARBON_TOT_M;O2_ENV_TOT_L;GAS_TOT_L;CAL_TOT_L;FLUJO_HRD;NAME_COLADA
2018-10-03 19:32:57.119000-05:00;;;;;;;;;;;;716.9507;361.1288;;0.0;MOD14627
2018-10-03 19:32:57.525000-05:00;;;;;;;;4676.498;1420.871;841.9186;;716.9845;361.1288;;0.0;MOD14627
2018-10-03 19:32:57.915000-05:00;;;;;;;;4676.61;1420.936;841.9451;;716.9845;361.2183;;0.0;MOD14627
2018-10-03 19:32:58.306000-05:00;;;;;;;;4676.61;1420.936;841.9451;;717.0529;361.2625;;0.0;MOD14627
2018-10-03 19:32:58.712000-05:00;;;;;;;;4676.834;1421.067;841.9982;;717.0884;361.309;;0.0;MOD14627
2018-10-03 19:32:59.103000-05:00;;;;;;;;4676.943;1421.131;842.024;;717.1223;361.309;;0.0;MOD14627
2018-10-03 19:32:59.494000-05:00;;;;;;;;4676.943;1421.131;842.024;;717.1223;361.3966;;0.0;MOD14627
2018-10-03 19:32:59.884000-05:00;;;;;;;;4677.162;1421.258;842.0758;;717.1893;361.4402;;0.0;MOD14627
2018-10-03 19:33:00.275000-05:00;;;;;;;;4677.272;1421.322;842.1018;;717.2225;361.4402;;0.0;MOD14627
2018-10-03 19:33:00.681000-05:00;;;;;;;;4677.388;1421.389;842.129;;717.2225;361.5295;;0.0;MOD14627
2018-10-03 19:33:01.087000-05:00;;;;;;;;4677.388;1421.389;842.129;;717.2901;361.5741;;0.0;MOD14627
2018-10-03 19:33:01.478000-05:00;;;;;;;;4677.613;1421.518;842.1823;;717.3235;361.6181;;0.0;MOD14627
2018-10-03 19:33:01.884000-05:00;;;;;;;;4677.723;1421.582;842.2083;;717.3235;361.6181;;0.0;MOD14627
2018-10-03 19:33:02.259000-05:00;;;;;;;;4677.723;1421.582;842.2083;;717.3884;361.7039;;0.0;MOD14627
2018-10-03 19:33:02.665000-05:00;;;;;;;;4677.942;1421.708;842.2603;;717.421;361.7468;;0.0;MOD14627
2018-10-03 19:33:03.056000-05:00;;;;;;;;4678.055;1421.774;842.287;;717.4543;361.7468;;0.0;MOD14627
2018-10-03 19:33:03.462000-05:00;;;;;;;;4678.17;1421.841;842.3143;;717.4543;361.8359;;0.0;MOD14627
2018-10-03 19:33:03.869000-05:00;;;;;;;;4678.17;1421.841;842.3143;;717.5218;361.8799;;0.0;MOD14627
2018-10-03 19:33:04.259000-05:00;;;;;;;;4678.393;1421.972;842.3672;;717.5543;361.9229;;0.0;MOD14627
2018-10-03 19:33:04.665000-05:00;;;;;;;;4678.503;1422.036;842.3932;;717.5543;361.9229;;0.0;MOD14627
2018-10-03 19:33:05.040000-05:00;;;;;;;;4678.503;1422.036;842.3932;;717.6201;362.0097;;0.0;MOD14627
2018-10-03 19:33:05.447000-05:00;;;;;;;;4678.728;1422.17;842.4467;;717.6534;362.0537;;0.0;MOD14627
2018-10-03 19:33:05.853000-05:00;;;;;;;;4678.837;1422.235;842.4728;;717.6859;362.0537;;0.0;MOD14627
2018-10-03 19:33:06.259000-05:00;;;;;;;;4678.952;1422.304;842.5002;;717.6859;362.1417;;0.0;MOD14627
2018-10-03 19:33:06.650000-05:00;;;;;;;;4678.952;1422.304;842.5002;;717.7543;362.1868;;0.0;MOD14627
2018-10-03 19:33:07.056000-05:00;;;;;;;;4679.176;1422.438;842.5536;;717.7867;362.1868;;0.0;MOD14627
2018-10-03 19:33:07.447000-05:00;;;;;;;;4679.285;1422.503;842.5798;;717.7867;362.2726;;0.0;MOD14627
2018-10-03 19:33:07.837000-05:00;;;;;;;;4679.285;1422.503;842.5798;;717.8526;362.3167;;0.0;MOD14627
2018-10-03 19:33:08.212000-05:00;;;;;;;;4679.502;1422.635;842.6321;;717.8843;362.3584;;0.0;MOD14627
2018-10-03 19:33:08.603000-05:00;;;;;;;;4679.611;1422.7;842.6583;;717.9167;362.3584;;0.0;MOD14627
2018-10-03 19:33:09.009000-05:00;;;;;;;;4679.611;1422.7;842.6583;;717.9167;362.4453;;0.0;MOD14627
2018-10-03 19:33:09.416000-05:00;;;;;;;;4679.836;1422.837;842.7126;;717.9843;362.4904;;0.0;MOD14627
2018-10-03 19:33:09.822000-05:00;;;;;;;;4679.948;1422.906;842.7396;;718.0176;362.4904;;0.0;MOD14627
2018-10-03 19:33:10.212000-05:00;;;;;;;;4680.056;1422.972;842.7659;;718.0176;362.5773;;0.0;MOD14627
2018-10-03 19:33:10.603000-05:00;;;;;;;;4680.056;1422.972;842.7659;;718.0826;362.6202;;0.0;MOD14627
2018-10-03 19:33:10.994000-05:00;;;;;;;;4680.276;1423.108;842.8191;;718.116;362.6642;;0.0;MOD14627
2018-10-03 19:33:11.400000-05:00;;;;;;;;4680.388;1423.177;842.846;;718.116;362.6642;;0.0;MOD14627
2018-10-03 19:33:11.791000-05:00;;;;;;;;4680.388;1423.177;842.846;;718.1826;362.7522;;0.0;MOD14627
2018-10-03 19:33:12.181000-05:00;;;;;;;;4680.608;1423.311;842.8992;;718.2151;362.7951;;0.0;MOD14627
2018-10-03 19:33:12.587000-05:00;;;;;;;;4680.717;1423.378;842.9255;;718.2476;362.7951;;0.0;MOD14627
2018-10-03 19:33:12.978000-05:00;;;;;;;;4680.826;1423.444;842.9517;;718.2476;362.8809;;0.0;MOD14627
2018-10-03 19:33:13.369000-05:00;;;;;;;;4680.826;1423.444;842.9517;;718.3135;362.9249;;0.0;MOD14627
2018-10-03 19:33:13.791000-05:00;;;;;;;;4681.053;1423.58;843.0063;;718.3477;362.9249;;0.0;MOD14627
2018-10-03 19:33:14.181000-05:00;;;;;;;;4681.165;1423.648;843.0332;;718.3477;363.014;;0.0;MOD14627
2018-10-03 19:33:14.572000-05:00;;;;;;;;4681.165;1423.648;843.0332;;718.4126;363.0558;;0.0;MOD14627
2018-10-03 19:33:14.962000-05:00;;;;;;;;4681.383;1423.779;843.0859;;718.4459;363.0999;;0.0;MOD14627
2018-10-03 19:33:15.353000-05:00;;;;;;;;4681.496;1423.846;843.1128;;718.4792;363.0999;;0.0;MOD14627
2018-10-03 19:33:15.759000-05:00;;;;;;;;4681.61;1423.915;843.1406;;718.4792;363.1889;;0.0;MOD14627
2018-10-03 19:33:16.150000-05:00;;;;;;;;4681.61;1423.915;843.1406;;718.546;363.2318;;0.0;MOD14627
2018-10-03 19:33:16.556000-05:00;;;;;;;;4681.832;1424.047;843.194;;718.5793;363.2318;;0.0;MOD14627
2018-10-03 19:33:16.962000-05:00;;;;;;;;4681.943;1424.113;843.2214;;718.6126;363.3209;;0.0;MOD14627
2018-10-03 19:33:17.369000-05:00;;;;;;;;4682.056;1424.179;843.2479;;718.6126;363.3638;;0.0;MOD14627
2018-10-03 19:33:17.775000-05:00;;;;;;;;4682.056;1424.179;843.2479;;718.6785;363.4067;;0.0;MOD14627
2018-10-03 19:33:18.166000-05:00;;;;;;;;4682.282;1424.311;843.3024;;718.7134;363.4067;;0.0;MOD14627
2018-10-03 19:33:18.572000-05:00;;;;;;;;4682.397;1424.378;843.33;;718.7134;363.498;;0.0;MOD14627
2018-10-03 19:33:18.978000-05:00;;;;;;;;4682.397;1424.378;843.33;;718.7802;363.541;;0.0;MOD14627
2018-10-03 19:33:19.369000-05:00;;;;;;;;4682.616;1424.505;843.3826;;718.8126;363.5838;;0.0;MOD14627
2018-10-03 19:33:19.759000-05:00;;;;;;;;4682.728;1424.57;843.4095;;718.8126;363.5838;;0.0;MOD14627
2018-10-03 19:33:20.150000-05:00;;;;;;;;4682.728;1424.57;843.4095;;718.8784;363.6707;;0.0;MOD14627
2018-10-03 19:33:20.525000-05:00;;;;;;;;4682.943;1424.697;843.4615;;718.9102;363.7125;;0.0;MOD14627
2018-10-03 19:33:20.916000-05:00;;;;;;;;4683.053;1424.761;843.4878;;718.9426;363.7125;;0.0;MOD14627
2018-10-03 19:33:21.322000-05:00;;;;;;;;4683.165;1424.827;843.5146;;718.9426;363.7994;;0.0;MOD14627
2018-10-03 19:33:21.712000-05:00;;;;;;;;4683.165;1424.827;843.5146;;719.0084;363.8423;;0.0;MOD14627
2018-10-03 19:33:22.119000-05:00;;;;;;;;4683.391;1424.96;843.5682;;719.0426;363.8875;;0.0;MOD14627
2018-10-03 19:33:22.509000-05:00;;;;;;;;4683.497;1425.023;843.5936;;719.0426;363.8875;;0.0;MOD14627
