date;TEMP_REAL;PESO_CHAT;HRD_ACUM;PESO_CAL_SIDER;PESO_CAL_DOLO;POT_ACT_MWH;PPM_O2;O2_PPAL_TOT_M;O2_ENV_TOT_M;GAS_TOT_M;CARBON_TOT_M;O2_ENV_TOT_L;GAS_TOT_L;CAL_TOT_L;FLUJO_HRD;NAME_COLADA
2018-09-15 01:41:42.242000-05:00;;;;;;;;4403.427;1207.757;702.0933;;592.1093;298.0855;;0.0;MOD14271
2018-09-15 01:41:42.633000-05:00;;;;;;;;4403.427;1207.757;702.0933;;592.1426;298.0855;;0.0;MOD14271
2018-09-15 01:41:43.039000-05:00;;;;;;;;4403.645;1207.889;702.1461;;592.175;298.1724;;0.0;MOD14271
2018-09-15 01:41:43.430000-05:00;;;;;;;;4403.753;1207.954;702.1721;;592.175;298.2153;;0.0;MOD14271
2018-09-15 01:41:43.820000-05:00;;;;;;;;4403.864;1208.02;702.1989;;592.2409;298.2593;;0.0;MOD14271
2018-09-15 01:41:44.226000-05:00;;;;;;;;4403.864;1208.02;702.1989;;592.2734;298.2593;;0.0;MOD14271
2018-09-15 01:41:44.617000-05:00;;;;;;;;4404.082;1208.152;702.2516;;592.3067;298.3462;;0.0;MOD14271
2018-09-15 01:41:44.992000-05:00;;;;;;;;4404.186;1208.215;702.2771;;592.3384;298.388;;0.0;MOD14271
2018-09-15 01:41:45.398000-05:00;;;;;;;;4404.296;1208.282;702.3038;;592.3384;298.4326;;0.0;MOD14271
2018-09-15 01:41:45.773000-05:00;;;;;;;;4404.4;1208.345;702.3292;;592.4034;298.4738;;0.0;MOD14271
2018-09-15 01:41:46.164000-05:00;;;;;;;;4404.4;1208.345;702.3292;;592.4367;298.4738;;0.0;MOD14271
2018-09-15 01:41:46.554000-05:00;;;;;;;;4404.614;1208.475;702.3813;;592.4367;298.5596;;0.0;MOD14271
2018-09-15 01:41:46.945000-05:00;;;;;;;;4404.724;1208.542;702.4081;;592.5017;298.6036;;0.0;MOD14271
2018-09-15 01:41:47.351000-05:00;;;;;;;;4404.724;1208.542;702.4081;;592.5342;298.6036;;0.0;MOD14271
2018-09-15 01:41:47.726000-05:00;;;;;;;;4404.936;1208.673;702.4601;;592.5667;298.6894;;0.0;MOD14271
2018-09-15 01:41:48.133000-05:00;;;;;;;;4405.042;1208.738;702.4863;;592.5667;298.7323;;0.0;MOD14271
2018-09-15 01:41:48.523000-05:00;;;;;;;;4405.151;1208.804;702.513;;592.6326;298.7763;;0.0;MOD14271
2018-09-15 01:41:48.914000-05:00;;;;;;;;4405.151;1208.869;702.5391;;592.665;298.8192;;0.0;MOD14271
2018-09-15 01:41:49.305000-05:00;;;;;;;;4405.363;1208.869;702.5391;;592.6976;298.8192;;0.0;MOD14271
2018-09-15 01:41:49.711000-05:00;;;;;;;;4405.473;1209.0;702.5919;;592.7309;298.9061;;0.0;MOD14271
2018-09-15 01:41:50.101000-05:00;;;;;;;;4405.579;1209.064;702.618;;592.7309;298.949;;0.0;MOD14271
2018-09-15 01:41:50.492000-05:00;;;;;;;;4405.686;1209.128;702.6442;;592.7959;298.9919;;0.0;MOD14271
2018-09-15 01:41:50.883000-05:00;;;;;;;;4405.686;1209.128;702.6442;;592.8284;298.9919;;0.0;MOD14271
2018-09-15 01:41:51.273000-05:00;;;;;;;;4405.899;1209.256;702.6965;;592.8609;299.0777;;0.0;MOD14271
2018-09-15 01:41:51.664000-05:00;;;;;;;;4406.006;1209.32;702.7227;;592.8609;299.1206;;0.0;MOD14271
2018-09-15 01:41:52.039000-05:00;;;;;;;;4406.112;1209.384;702.7488;;592.9259;299.1635;;0.0;MOD14271
2018-09-15 01:41:52.445000-05:00;;;;;;;;4406.22;1209.447;702.775;;592.9584;299.2064;;0.0;MOD14271
2018-09-15 01:41:52.836000-05:00;;;;;;;;4406.22;1209.447;702.775;;592.9918;299.2064;;0.0;MOD14271
2018-09-15 01:41:53.226000-05:00;;;;;;;;4406.437;1209.576;702.828;;593.0242;299.2933;;0.0;MOD14271
