date;TEMP_REAL;PESO_CHAT;HRD_ACUM;PESO_CAL_SIDER;PESO_CAL_DOLO;POT_ACT_MWH;PPM_O2;O2_PPAL_TOT_M;O2_ENV_TOT_M;GAS_TOT_M;CARBON_TOT_M;O2_ENV_TOT_L;GAS_TOT_L;CAL_TOT_L;FLUJO_HRD;NAME_COLADA
2018-09-17 03:48:22.264000-05:00;;;;;;;;4058.679;1111.465;628.1536;;;;;0.0;MOD14317
2018-09-17 03:48:22.670000-05:00;;;;;;;;4058.787;1111.529;628.1803;;602.0851;307.0847;;0.0;MOD14317
2018-09-17 03:48:23.061000-05:00;;;;;;;;4058.787;1111.529;628.1803;;602.1177;307.1276;;0.0;MOD14317
2018-09-17 03:48:23.451000-05:00;;;;;;;;4059.002;1111.655;628.2328;;602.151;307.1716;;0.0;MOD14317
2018-09-17 03:48:23.842000-05:00;;;;;;;;4059.108;1111.718;628.2588;;602.1835;307.2145;;0.0;MOD14317
2018-09-17 03:48:24.233000-05:00;;;;;;;;4059.214;1111.781;628.2847;;602.1835;307.2145;;0.0;MOD14317
2018-09-17 03:48:24.623000-05:00;;;;;;;;4059.214;1111.841;628.3101;;602.2477;307.2992;;0.0;MOD14317
2018-09-17 03:48:25.014000-05:00;;;;;;;;4059.426;1111.841;628.3101;;602.281;307.3432;;0.0;MOD14317
2018-09-17 03:48:25.420000-05:00;;;;;;;;4059.538;1111.971;628.3641;;602.3152;307.3883;;0.0;MOD14317
2018-09-17 03:48:25.827000-05:00;;;;;;;;4059.649;1112.036;628.3914;;602.3152;307.3883;;0.0;MOD14317
2018-09-17 03:48:26.233000-05:00;;;;;;;;4059.758;1112.1;628.418;;602.3826;307.4774;;0.0;MOD14317
2018-09-17 03:48:26.639000-05:00;;;;;;;;4059.869;1112.165;628.4447;;602.416;307.5214;;0.0;MOD14317
2018-09-17 03:48:27.030000-05:00;;;;;;;;4059.869;1112.165;628.4447;;602.4493;307.5654;;0.0;MOD14317
2018-09-17 03:48:27.420000-05:00;;;;;;;;4060.087;1112.293;628.4974;;602.4818;307.6083;;0.0;MOD14317
2018-09-17 03:48:27.811000-05:00;;;;;;;;4060.194;1112.357;628.5235;;602.4818;307.6083;;0.0;MOD14317
2018-09-17 03:48:28.217000-05:00;;;;;;;;4060.307;1112.425;628.5509;;602.5485;307.6964;;0.0;MOD14317
2018-09-17 03:48:28.608000-05:00;;;;;;;;4060.415;1112.489;628.5769;;602.5809;307.7392;;0.0;MOD14317
2018-09-17 03:48:29.014000-05:00;;;;;;;;4060.415;1112.489;628.5769;;602.6143;307.7832;;0.0;MOD14317
2018-09-17 03:48:29.405000-05:00;;;;;;;;4060.632;1112.62;628.6297;;602.6469;307.8261;;0.0;MOD14317
2018-09-17 03:48:29.795000-05:00;;;;;;;;4060.736;1112.684;628.6551;;602.6469;307.8261;;0.0;MOD14317
2018-09-17 03:48:30.170000-05:00;;;;;;;;4060.846;1112.751;628.6818;;602.7118;307.9119;;0.0;MOD14317
