date;TEMP_REAL;PESO_CHAT;HRD_ACUM;PESO_CAL_SIDER;PESO_CAL_DOLO;POT_ACT_MWH;PPM_O2;O2_PPAL_TOT_M;O2_ENV_TOT_M;GAS_TOT_M;CARBON_TOT_M;O2_ENV_TOT_L;GAS_TOT_L;CAL_TOT_L;FLUJO_HRD;NAME_COLADA
2018-10-29 17:05:36.043000-06:00;;;;;;;;5007.514;1153.93;625.8627;;516.3519;;;0.0;MOD15097
2018-10-29 17:05:36.433000-06:00;;;;;;;;5007.514;1153.93;625.8627;;516.3844;272.6106;;0.0;MOD15097
2018-10-29 17:05:36.824000-06:00;;;;;;;;5007.734;1154.062;625.9149;;516.3844;272.6535;;0.0;MOD15097
2018-10-29 17:05:37.214000-06:00;;;;;;;;5007.844;1154.129;625.941;;516.4493;272.6535;;0.0;MOD15097
2018-10-29 17:05:37.605000-06:00;;;;;;;;5007.844;1154.129;625.941;;516.4827;272.7404;;0.0;MOD15097
2018-10-29 17:05:38.011000-06:00;;;;;;;;5008.07;1154.266;625.9946;;516.4827;272.7844;;0.0;MOD15097
2018-10-29 17:05:38.418000-06:00;;;;;;;;5008.182;1154.334;626.0215;;516.5494;272.8284;;0.0;MOD15097
2018-10-29 17:05:38.808000-06:00;;;;;;;;5008.291;1154.401;626.0477;;516.5818;272.8284;;0.0;MOD15097
2018-10-29 17:05:39.199000-06:00;;;;;;;;5008.291;1154.401;626.0477;;516.6144;272.9142;;0.0;MOD15097
2018-10-29 17:05:39.590000-06:00;;;;;;;;5008.513;1154.537;626.1008;;516.6144;272.9582;;0.0;MOD15097
2018-10-29 17:05:40.011000-06:00;;;;;;;;5008.629;1154.609;626.129;;516.6827;272.9582;;0.0;MOD15097
2018-10-29 17:05:40.418000-06:00;;;;;;;;5008.629;1154.609;626.129;;516.7161;273.0484;;0.0;MOD15097
2018-10-29 17:05:40.808000-06:00;;;;;;;;5008.849;1154.745;626.1821;;516.7161;273.0913;;0.0;MOD15097
2018-10-29 17:05:41.215000-06:00;;;;;;;;5008.961;1154.814;626.209;;516.7819;273.1353;;0.0;MOD15097
2018-10-29 17:05:41.605000-06:00;;;;;;;;5009.069;1154.881;626.2353;;516.8143;273.1353;;0.0;MOD15097
2018-10-29 17:05:42.011000-06:00;;;;;;;;5009.069;1154.881;626.2353;;516.8494;273.2244;;0.0;MOD15097
2018-10-29 17:05:42.386000-06:00;;;;;;;;5009.292;1155.019;626.2892;;516.8494;273.2662;;0.0;MOD15097
