date;TEMP_REAL;PESO_CHAT;HRD_ACUM;PESO_CAL_SIDER;PESO_CAL_DOLO;POT_ACT_MWH;PPM_O2;O2_PPAL_TOT_M;O2_ENV_TOT_M;GAS_TOT_M;CARBON_TOT_M;O2_ENV_TOT_L;GAS_TOT_L;CAL_TOT_L;FLUJO_HRD;NAME_COLADA
2018-03-05 02:32:47.062000-06:00;;;;;;;;4882.035;1196.776;817.9436;;;377.8552;;0.0;MOD10832
2018-03-05 02:32:47.452000-06:00;;;;;;;;4882.143;1196.841;818.0289;;776.3334;377.8981;;0.0;MOD10832
2018-03-05 02:32:47.843000-06:00;;;;;;;;4882.251;1196.905;818.1143;;776.3658;377.941;;0.0;MOD10832
2018-03-05 02:32:48.234000-06:00;;;;;;;;4882.251;1196.905;818.1143;;776.3984;377.941;;0.0;MOD10832
2018-03-05 02:32:48.624000-06:00;;;;;;;;4882.467;1197.035;818.2851;;776.4308;378.0269;;0.0;MOD10832
2018-03-05 02:32:49.077000-06:00;;;;;;;;4882.576;1197.103;818.3727;;776.4308;378.0709;;0.0;MOD10832
2018-03-05 02:32:49.452000-06:00;;;;;;;;4882.686;1197.168;818.4581;;776.4967;378.1137;;0.0;MOD10832
2018-03-05 02:32:49.843000-06:00;;;;;;;;4882.796;1197.236;818.5457;;776.53;378.1577;;0.0;MOD10832
2018-03-05 02:32:50.234000-06:00;;;;;;;;4882.796;1197.236;818.5457;;776.5634;378.1577;;0.0;MOD10832
2018-03-05 02:32:50.624000-06:00;;;;;;;;4883.017;1197.373;818.7211;;776.5967;378.2457;;0.0;MOD10832
2018-03-05 02:32:51.015000-06:00;;;;;;;;4883.125;1197.44;818.8066;;776.5967;378.2886;;0.0;MOD10832
2018-03-05 02:32:51.421000-06:00;;;;;;;;4883.238;1197.51;818.8965;;776.6634;378.3337;;0.0;MOD10832
2018-03-05 02:32:51.828000-06:00;;;;;;;;4883.35;1197.578;818.9845;;776.6967;378.3777;;0.0;MOD10832
2018-03-05 02:32:52.218000-06:00;;;;;;;;4883.35;1197.578;818.9845;;776.7292;378.3777;;0.0;MOD10832
2018-03-05 02:32:52.593000-06:00;;;;;;;;4883.566;1197.711;819.1559;;776.7617;378.4636;;0.0;MOD10832
2018-03-05 02:32:52.999000-06:00;;;;;;;;4883.675;1197.777;819.2417;;776.7617;378.5064;;0.0;MOD10832
2018-03-05 02:32:53.390000-06:00;;;;;;;;4883.784;1197.843;819.3275;;776.8267;378.5493;;0.0;MOD10832
2018-03-05 02:32:53.765000-06:00;;;;;;;;4883.784;1197.843;819.3275;;776.8592;378.5493;;0.0;MOD10832
2018-03-05 02:32:54.171000-06:00;;;;;;;;4884.0;1197.975;819.4991;;776.8917;378.6351;;0.0;MOD10832
2018-03-05 02:32:54.562000-06:00;;;;;;;;4884.109;1198.041;819.5849;;776.8917;378.678;;0.0;MOD10832
2018-03-05 02:32:54.952000-06:00;;;;;;;;4884.217;1198.107;819.6708;;776.9567;378.7209;;0.0;MOD10832
2018-03-05 02:32:55.328000-06:00;;;;;;;;4884.217;1198.107;819.6708;;776.9892;378.7209;;0.0;MOD10832
2018-03-05 02:32:55.718000-06:00;;;;;;;;4884.434;1198.238;819.8425;;777.0217;378.8068;;0.0;MOD10832
2018-03-05 02:32:56.124000-06:00;;;;;;;;4884.542;1198.304;819.9285;;777.0542;378.8496;;0.0;MOD10832
